region;day;TempMax_Deg;TempMin_Deg;Wind_kmh;Wet_percent;Visibility_km;CloudCoverage_percent
BOURGOGNE-FRANCHE-COMTE;2019-04-04;7.0;3.5;10.0;93.0;7.625;80.5
BOURGOGNE-FRANCHE-COMTE;2019-04-05;12.5;5.5;11.5;75.0;9.5;24.0
BOURGOGNE-FRANCHE-COMTE;2019-04-06;15.5;8.5;12.5;64.5;10.0;44.0
BOURGOGNE-FRANCHE-COMTE;2019-04-07;8.5;7.0;11.0;93.5;7.4375;95.0
BOURGOGNE-FRANCHE-COMTE;2019-04-08;12.0;8.0;7.0;89.0;6.25;77.0
BOURGOGNE-FRANCHE-COMTE;2019-04-09;15.5;10.0;6.0;80.0;8.75;29.5
BOURGOGNE-FRANCHE-COMTE;2019-04-10;13.0;9.5;15.0;83.5;8.4375;52.5
BOURGOGNE-FRANCHE-COMTE;2019-04-11;13.0;8.0;20.0;81.0;7.9375;63.0
BOURGOGNE-FRANCHE-COMTE;2019-04-12;12.0;6.5;17.5;71.0;10.0;17.0
BOURGOGNE-FRANCHE-COMTE;2019-04-13;8.0;4.5;14.5;75.0;10.0;46.0
BOURGOGNE-FRANCHE-COMTE;2019-04-14;9.0;4.0;14.0;60.5;10.0;19.5
BOURGOGNE-FRANCHE-COMTE;2019-04-15;15.5;7.0;15.0;68.5;9.5;10.0
BOURGOGNE-FRANCHE-COMTE;2019-04-16;10.5;9.5;18.0;87.5;8.875;69.0
BOURGOGNE-FRANCHE-COMTE;2019-04-17;17.5;11.0;6.5;85.0;7.375;44.0
BOURGOGNE-FRANCHE-COMTE;2019-04-18;20.0;14.0;9.5;74.0;10.0;25.0
BOURGOGNE-FRANCHE-COMTE;2019-04-19;21.0;15.0;9.0;64.5;9.9375;20.5
BOURGOGNE-FRANCHE-COMTE;2019-04-20;21.5;15.5;13.5;69.5;9.8125;33.0
BOURGOGNE-FRANCHE-COMTE;2019-04-21;20.5;15.5;8.5;68.5;10.0;34.0
BOURGOGNE-FRANCHE-COMTE;2019-04-22;21.5;15.5;14.0;76.0;10.0;29.0
BOURGOGNE-FRANCHE-COMTE;2019-04-23;18.5;14.5;16.5;81.0;8.0625;52.5
BOURGOGNE-FRANCHE-COMTE;2019-04-24;15.5;12.5;25.5;86.0;9.25;63.0
BOURGOGNE-FRANCHE-COMTE;2019-04-25;16.0;12.0;13.0;84.0;7.9375;77.5
BOURGOGNE-FRANCHE-COMTE;2019-04-26;14.0;9.0;11.0;83.5;7.0625;73.5
BOURGOGNE-FRANCHE-COMTE;2019-04-27;10.5;7.5;24.0;93.5;7.75;88.5
BOURGOGNE-FRANCHE-COMTE;2019-04-28;8.5;7.0;15.5;87.0;7.1875;74.5
BOURGOGNE-FRANCHE-COMTE;2019-04-29;12.5;7.0;12.5;83.5;7.4375;63.0
BOURGOGNE-FRANCHE-COMTE;2019-04-30;15.0;11.0;18.0;78.0;9.1875;48.5
BRETAGNE;2019-04-01;17.0;9.0;11.0;86.0;7.875;35.0
BRETAGNE;2019-04-02;10.0;8.0;23.0;89.0;7.25;54.0
BRETAGNE;2019-04-03;9.0;5.0;17.0;82.0;9.875;59.0
BRETAGNE;2019-04-04;10.0;5.0;25.0;82.0;9.0;54.0
BRETAGNE;2019-04-05;9.0;5.0;24.0;92.0;8.0;96.0
BRETAGNE;2019-04-06;12.0;7.0;19.0;92.0;9.875;61.0
BRETAGNE;2019-04-07;14.0;9.0;25.0;92.0;8.25;82.0
BRETAGNE;2019-04-08;13.0;8.0;15.0;89.0;6.625;42.0
BRETAGNE;2019-04-09;15.0;10.0;11.0;79.0;9.25;16.0
BRETAGNE;2019-04-10;12.0;9.0;24.0;90.0;6.25;83.0
BRETAGNE;2019-04-11;14.0;7.0;16.0;78.0;10.0;22.0
BRETAGNE;2019-04-12;13.0;5.0;10.0;76.0;8.0;21.0
BRETAGNE;2019-04-13;11.0;5.0;18.0;68.0;10.0;18.0
BRETAGNE;2019-04-14;9.0;4.0;16.0;67.0;10.0;67.0
BRETAGNE;2019-04-15;13.0;7.0;33.0;76.0;9.875;47.0
BRETAGNE;2019-04-16;15.0;11.0;16.0;89.0;7.5;82.0
BRETAGNE;2019-04-17;18.0;11.0;25.0;87.0;9.0;48.0
BRETAGNE;2019-04-18;20.0;13.0;17.0;85.0;10.0;16.0
BRETAGNE;2019-04-19;22.0;15.0;10.0;84.0;9.0;27.0
BRETAGNE;2019-04-20;22.0;15.0;21.0;76.0;10.0;29.0
BRETAGNE;2019-04-21;22.0;15.0;10.0;75.0;10.0;22.0
BRETAGNE;2019-04-22;19.0;14.0;18.0;84.0;9.875;52.0
BRETAGNE;2019-04-23;19.0;14.0;21.0;85.0;9.25;58.0
BRETAGNE;2019-04-24;13.0;11.0;25.0;89.0;8.375;85.0
BRETAGNE;2019-04-25;13.0;11.0;31.0;81.0;9.375;67.0
BRETAGNE;2019-04-26;13.0;10.0;22.0;83.0;8.375;60.0
BRETAGNE;2019-04-27;12.0;9.0;27.0;73.0;9.625;78.0
BRETAGNE;2019-04-28;11.0;9.0;19.0;95.0;8.875;79.0
BRETAGNE;2019-04-29;15.0;10.0;9.0;83.0;8.75;81.0
BRETAGNE;2019-04-30;17.0;12.0;8.0;78.0;10.0;31.0
CENTRE-VAL DE LOIRE;2019-04-01;20.0;11.0;16.0;72.0;9.875;22.0
CENTRE-VAL DE LOIRE;2019-04-02;15.0;12.0;27.0;85.0;9.75;81.0
CENTRE-VAL DE LOIRE;2019-04-03;10.0;6.0;19.0;76.0;9.75;80.0
CENTRE-VAL DE LOIRE;2019-04-04;11.0;5.0;15.0;72.0;10.0;22.0
CENTRE-VAL DE LOIRE;2019-04-05;13.0;7.0;16.0;56.0;10.0;50.0
CENTRE-VAL DE LOIRE;2019-04-06;14.0;9.0;23.0;71.0;9.0;58.0
CENTRE-VAL DE LOIRE;2019-04-07;15.0;9.0;10.0;77.0;10.0;74.0
CENTRE-VAL DE LOIRE;2019-04-08;17.0;11.0;5.0;75.0;10.0;32.0
CENTRE-VAL DE LOIRE;2019-04-09;18.0;11.0;8.0;72.0;10.0;39.0
CENTRE-VAL DE LOIRE;2019-04-10;14.0;9.0;14.0;90.0;5.75;74.0
CENTRE-VAL DE LOIRE;2019-04-11;14.0;8.0;18.0;70.0;10.0;19.0
CENTRE-VAL DE LOIRE;2019-04-12;13.0;7.0;15.0;65.0;10.0;13.0
CENTRE-VAL DE LOIRE;2019-04-13;10.0;5.0;15.0;54.0;10.0;15.0
CENTRE-VAL DE LOIRE;2019-04-14;10.0;4.0;13.0;55.0;10.0;36.0
CENTRE-VAL DE LOIRE;2019-04-15;15.0;7.0;22.0;63.0;10.0;10.0
CENTRE-VAL DE LOIRE;2019-04-16;13.0;11.0;16.0;93.0;6.375;91.0
CENTRE-VAL DE LOIRE;2019-04-17;19.0;12.0;15.0;81.0;6.875;35.0
CENTRE-VAL DE LOIRE;2019-04-18;22.0;14.0;14.0;71.0;10.0;25.0
CENTRE-VAL DE LOIRE;2019-04-19;24.0;17.0;6.0;70.0;9.875;26.0
CENTRE-VAL DE LOIRE;2019-04-20;23.0;17.0;21.0;79.0;9.75;41.0
CENTRE-VAL DE LOIRE;2019-04-21;23.0;17.0;14.0;62.0;10.0;18.0
CENTRE-VAL DE LOIRE;2019-04-22;23.0;17.0;14.0;66.0;10.0;26.0
CENTRE-VAL DE LOIRE;2019-04-23;22.0;16.0;8.0;67.0;10.0;56.0
CENTRE-VAL DE LOIRE;2019-04-24;14.0;11.0;20.0;91.0;8.625;77.0
CENTRE-VAL DE LOIRE;2019-04-25;12.0;11.0;18.0;87.0;8.0;79.0
CENTRE-VAL DE LOIRE;2019-04-26;16.0;11.0;17.0;75.0;9.25;48.0
CENTRE-VAL DE LOIRE;2019-04-27;12.0;10.0;28.0;72.0;7.375;77.0
CENTRE-VAL DE LOIRE;2019-04-28;12.0;8.0;18.0;78.0;9.75;75.0
CENTRE-VAL DE LOIRE;2019-04-29;15.0;10.0;9.0;74.0;8.0;53.0
CENTRE-VAL DE LOIRE;2019-04-30;18.0;12.0;13.0;70.0;9.375;24.0
CORSE;2019-04-01;20.0;17.0;10.0;39.0;10.0;35.0
CORSE;2019-04-02;17.0;14.0;12.0;52.0;10.0;48.0
CORSE;2019-04-03;17.0;13.0;13.0;70.0;9.0;35.0
CORSE;2019-04-04;13.0;9.0;14.0;84.0;8.875;49.0
CORSE;2019-04-05;15.0;11.0;12.0;57.0;10.0;39.0
CORSE;2019-04-06;17.0;13.0;17.0;52.0;9.375;38.0
CORSE;2019-04-07;15.0;11.0;9.0;67.0;9.5;70.0
CORSE;2019-04-08;15.0;12.0;12.0;65.0;10.0;8.0
CORSE;2019-04-09;17.0;13.0;13.0;57.0;10.0;9.0
CORSE;2019-04-10;12.0;7.0;13.0;85.0;9.25;69.0
CORSE;2019-04-11;14.0;13.0;7.0;81.0;8.625;80.0
CORSE;2019-04-12;12.0;9.0;4.0;87.0;7.75;86.0
CORSE;2019-04-13;15.0;12.0;8.0;77.0;9.25;52.0
CORSE;2019-04-14;15.0;13.0;15.0;57.0;10.0;3.0
CORSE;2019-04-15;16.0;14.0;10.0;61.0;10.0;14.0
CORSE;2019-04-16;16.0;12.0;6.0;74.0;9.75;50.0
CORSE;2019-04-17;17.0;15.0;8.0;63.0;10.0;16.0
CORSE;2019-04-18;22.0;18.0;5.0;44.0;10.0;18.0
CORSE;2019-04-19;22.0;18.0;10.0;38.0;10.0;12.0
CORSE;2019-04-20;23.0;18.0;8.0;42.0;10.0;41.0
CORSE;2019-04-21;22.0;18.0;20.0;42.0;10.0;8.0
CORSE;2019-04-22;21.0;18.0;22.0;48.0;10.0;29.0
CORSE;2019-04-23;16.0;14.0;14.0;90.0;7.875;85.0
CORSE;2019-04-24;18.0;15.0;6.0;74.0;8.5;42.0
CORSE;2019-04-25;23.0;20.0;10.0;54.0;9.875;21.0
CORSE;2019-04-26;18.0;16.0;10.0;68.0;10.0;18.0
CORSE;2019-04-27;16.0;14.0;13.0;63.0;10.0;14.0
CORSE;2019-04-28;16.0;15.0;22.0;57.0;10.0;12.0
CORSE;2019-04-29;18.0;15.0;21.0;48.0;10.0;17.0
CORSE;2019-04-30;17.0;15.0;14.0;55.0;10.0;4.0
GRAND EST;2019-04-01;17.0;9.5;18.5;77.5;10.0;10.5
GRAND EST;2019-04-02;16.5;12.5;21.5;73.5;10.0;67.0
GRAND EST;2019-04-03;9.5;7.5;13.5;81.5;7.3125;92.5
GRAND EST;2019-04-04;7.5;5.0;8.0;87.0;8.25;87.0
GRAND EST;2019-04-05;11.0;6.0;11.5;78.5;10.0;49.0
GRAND EST;2019-04-06;15.0;8.0;11.5;70.0;10.0;26.0
GRAND EST;2019-04-07;13.0;9.5;8.0;81.0;9.5;73.0
GRAND EST;2019-04-08;13.0;9.5;9.5;86.5;7.8125;84.5
GRAND EST;2019-04-09;11.0;9.0;4.0;91.0;6.0625;85.0
GRAND EST;2019-04-10;11.0;8.5;16.5;94.0;6.5625;84.0
GRAND EST;2019-04-11;11.5;6.5;21.5;70.0;10.0;14.5
GRAND EST;2019-04-12;10.0;4.5;16.0;67.5;10.0;20.0
GRAND EST;2019-04-13;7.5;4.5;16.5;68.5;9.8125;62.0
GRAND EST;2019-04-14;9.0;4.0;13.5;66.5;10.0;51.5
GRAND EST;2019-04-15;15.5;7.0;21.0;73.5;10.0;13.5
GRAND EST;2019-04-16;14.0;11.0;14.5;74.5;8.875;52.5
GRAND EST;2019-04-17;17.0;11.5;10.5;86.0;7.8125;64.5
GRAND EST;2019-04-18;19.5;13.0;18.5;69.0;10.0;5.5
GRAND EST;2019-04-19;22.0;16.0;9.5;71.0;9.875;12.5
GRAND EST;2019-04-20;21.5;16.0;18.5;65.5;9.9375;8.5
GRAND EST;2019-04-21;22.0;16.0;18.0;61.5;10.0;5.0
GRAND EST;2019-04-22;22.0;15.5;18.5;60.0;10.0;17.5
GRAND EST;2019-04-23;21.0;15.5;11.0;70.0;9.875;32.0
GRAND EST;2019-04-24;20.0;16.0;19.0;75.0;9.0625;61.5
GRAND EST;2019-04-25;18.5;12.0;10.5;78.5;9.4375;54.0
GRAND EST;2019-04-26;14.0;9.0;13.0;86.5;8.75;58.0
GRAND EST;2019-04-27;11.0;9.5;23.5;86.0;9.0625;63.5
GRAND EST;2019-04-28;10.5;7.0;14.0;82.0;9.3125;73.0
GRAND EST;2019-04-29;14.5;8.5;10.5;78.5;9.5;50.5
GRAND EST;2019-04-30;15.0;10.5;10.0;84.0;10.0;53.0
HAUTS-DE-FRANCE;2019-04-01;17.5;9.0;17.0;73.5;10.0;13.5
HAUTS-DE-FRANCE;2019-04-02;14.0;8.0;29.5;87.5;9.75;64.5
HAUTS-DE-FRANCE;2019-04-03;9.5;5.0;20.0;75.0;9.875;50.5
HAUTS-DE-FRANCE;2019-04-04;11.0;4.5;18.0;73.5;10.0;14.0
HAUTS-DE-FRANCE;2019-04-05;12.5;6.0;18.5;72.5;10.0;40.0
HAUTS-DE-FRANCE;2019-04-06;14.5;8.0;17.0;80.5;10.0;31.5
HAUTS-DE-FRANCE;2019-04-07;14.5;10.0;13.5;81.5;9.4375;55.5
HAUTS-DE-FRANCE;2019-04-08;14.0;9.5;10.0;88.0;6.375;79.5
HAUTS-DE-FRANCE;2019-04-09;13.0;9.5;14.0;95.0;6.75;89.5
HAUTS-DE-FRANCE;2019-04-10;12.5;7.0;23.0;84.5;8.5;59.5
HAUTS-DE-FRANCE;2019-04-11;11.0;5.0;19.0;72.0;10.0;2.0
HAUTS-DE-FRANCE;2019-04-12;9.0;5.5;18.5;67.0;10.0;27.5
HAUTS-DE-FRANCE;2019-04-13;8.5;3.0;19.5;68.0;10.0;23.0
HAUTS-DE-FRANCE;2019-04-14;9.0;3.5;15.0;75.0;10.0;30.5
HAUTS-DE-FRANCE;2019-04-15;13.5;6.0;21.0;76.5;10.0;20.5
HAUTS-DE-FRANCE;2019-04-16;12.5;9.5;9.0;88.0;9.0;62.5
HAUTS-DE-FRANCE;2019-04-17;16.0;10.0;10.5;83.5;7.5625;43.5
HAUTS-DE-FRANCE;2019-04-18;20.0;13.0;21.5;77.0;10.0;17.5
HAUTS-DE-FRANCE;2019-04-19;22.0;15.0;14.0;70.0;9.9375;15.0
HAUTS-DE-FRANCE;2019-04-20;23.0;16.0;17.0;68.0;10.0;12.5
HAUTS-DE-FRANCE;2019-04-21;23.0;16.0;10.0;66.5;10.0;7.5
HAUTS-DE-FRANCE;2019-04-22;23.0;16.0;12.0;69.0;10.0;16.5
HAUTS-DE-FRANCE;2019-04-23;20.5;15.0;13.5;72.5;10.0;26.5
HAUTS-DE-FRANCE;2019-04-24;17.0;11.0;29.5;81.0;9.4375;57.5
HAUTS-DE-FRANCE;2019-04-25;13.0;10.5;30.0;82.0;8.9375;77.0
HAUTS-DE-FRANCE;2019-04-26;16.0;10.5;21.5;81.0;9.375;39.5
HAUTS-DE-FRANCE;2019-04-27;10.5;8.5;38.0;74.0;9.125;71.5
HAUTS-DE-FRANCE;2019-04-28;11.0;7.0;22.0;89.0;8.125;82.0
HAUTS-DE-FRANCE;2019-04-29;15.5;10.0;6.5;81.0;8.3125;45.5
HAUTS-DE-FRANCE;2019-04-30;12.5;10.0;13.5;86.5;10.0;53.5
NORMANDIE;2019-04-01;16.0;9.0;13.0;85.0;9.875;42.0
NORMANDIE;2019-04-02;11.0;9.0;26.0;87.0;9.875;70.0
NORMANDIE;2019-04-03;8.0;5.0;17.0;84.0;8.75;87.0
NORMANDIE;2019-04-04;10.0;5.0;27.0;78.0;9.875;59.0
NORMANDIE;2019-04-05;10.0;7.0;25.0;72.0;6.75;84.0
NORMANDIE;2019-04-06;14.0;8.0;24.0;80.0;10.0;51.0
NORMANDIE;2019-04-07;15.0;8.0;14.0;88.0;9.875;58.0
NORMANDIE;2019-04-08;15.0;9.0;7.0;80.0;9.0;23.0
NORMANDIE;2019-04-09;13.0;10.0;13.0;84.0;8.75;72.0
NORMANDIE;2019-04-10;10.0;9.0;21.0;94.0;4.25;86.0
NORMANDIE;2019-04-11;10.0;7.0;21.0;73.0;10.0;4.0
NORMANDIE;2019-04-12;10.0;6.0;18.0;75.0;10.0;25.0
NORMANDIE;2019-04-13;9.0;5.0;17.0;63.0;10.0;20.0
NORMANDIE;2019-04-14;9.0;4.0;15.0;65.0;10.0;58.0
NORMANDIE;2019-04-15;13.0;8.0;29.0;63.0;10.0;35.0
NORMANDIE;2019-04-16;12.0;10.0;13.0;92.0;8.0;87.0
NORMANDIE;2019-04-17;17.0;10.0;15.0;80.0;8.625;34.0
NORMANDIE;2019-04-18;20.0;13.0;18.0;86.0;10.0;22.0
NORMANDIE;2019-04-19;20.0;15.0;15.0;77.0;10.0;4.0
NORMANDIE;2019-04-20;19.0;14.0;17.0;80.0;10.0;6.0
NORMANDIE;2019-04-21;19.0;14.0;13.0;74.0;10.0;6.0
NORMANDIE;2019-04-22;21.0;16.0;12.0;76.0;8.625;41.0
NORMANDIE;2019-04-23;20.0;16.0;11.0;70.0;9.75;49.0
NORMANDIE;2019-04-24;14.0;12.0;23.0;88.0;8.25;81.0
NORMANDIE;2019-04-25;14.0;11.0;26.0;84.0;8.75;75.0
NORMANDIE;2019-04-26;14.0;10.0;21.0;80.0;10.0;47.0
NORMANDIE;2019-04-27;10.0;9.0;38.0;73.0;8.5;79.0
NORMANDIE;2019-04-28;12.0;9.0;27.0;75.0;10.0;47.0
NORMANDIE;2019-04-29;14.0;11.0;12.0;80.0;8.0;52.0
NORMANDIE;2019-04-30;15.0;12.0;14.0;79.0;10.0;9.0
NOUVELLE-AQUITAINE;2019-04-01;17.0;12.0;10.666666666666666;71.33333333333333;9.458333333333334;49.666666666666664
NOUVELLE-AQUITAINE;2019-04-02;14.666666666666666;11.666666666666666;23.0;83.0;8.625;54.0
NOUVELLE-AQUITAINE;2019-04-03;9.333333333333334;7.333333333333333;21.0;75.33333333333333;9.291666666666666;79.66666666666667
NOUVELLE-AQUITAINE;2019-04-04;11.333333333333334;6.333333333333333;18.0;70.66666666666667;8.708333333333334;60.666666666666664
NOUVELLE-AQUITAINE;2019-04-05;13.333333333333334;8.0;17.666666666666668;61.333333333333336;7.625;76.66666666666667
NOUVELLE-AQUITAINE;2019-04-06;10.333333333333334;7.0;16.666666666666668;91.0;7.708333333333333;91.33333333333333
NOUVELLE-AQUITAINE;2019-04-07;14.333333333333334;9.666666666666666;12.333333333333334;77.33333333333333;8.666666666666666;33.333333333333336
NOUVELLE-AQUITAINE;2019-04-08;13.333333333333334;9.333333333333334;11.0;79.66666666666667;7.041666666666667;64.66666666666667
NOUVELLE-AQUITAINE;2019-04-09;15.666666666666666;10.333333333333334;9.0;81.0;8.041666666666666;31.0
NOUVELLE-AQUITAINE;2019-04-10;15.0;10.333333333333334;16.666666666666668;80.0;8.375;32.0
NOUVELLE-AQUITAINE;2019-04-11;14.666666666666666;9.666666666666666;14.0;84.33333333333333;7.625;59.0
NOUVELLE-AQUITAINE;2019-04-12;14.333333333333334;8.666666666666666;12.333333333333334;72.66666666666667;9.166666666666666;13.333333333333334
NOUVELLE-AQUITAINE;2019-04-13;14.0;8.0;11.666666666666666;68.33333333333333;9.208333333333334;17.333333333333332
NOUVELLE-AQUITAINE;2019-04-14;10.333333333333334;6.666666666666667;13.666666666666666;57.0;9.958333333333334;56.666666666666664
NOUVELLE-AQUITAINE;2019-04-15;17.333333333333332;9.333333333333334;18.0;55.666666666666664;9.75;45.0
NOUVELLE-AQUITAINE;2019-04-16;15.666666666666666;11.333333333333334;12.333333333333334;87.33333333333333;9.333333333333334;54.0
NOUVELLE-AQUITAINE;2019-04-17;20.333333333333332;13.0;18.666666666666668;70.66666666666667;9.208333333333334;46.666666666666664
NOUVELLE-AQUITAINE;2019-04-18;20.0;14.0;15.333333333333334;68.33333333333333;10.0;40.0
NOUVELLE-AQUITAINE;2019-04-19;22.333333333333332;15.333333333333334;17.333333333333332;58.0;10.0;19.333333333333332
NOUVELLE-AQUITAINE;2019-04-20;21.0;15.666666666666666;9.333333333333334;65.33333333333333;9.708333333333334;38.333333333333336
NOUVELLE-AQUITAINE;2019-04-21;18.0;14.0;13.0;75.66666666666667;9.166666666666666;57.333333333333336
NOUVELLE-AQUITAINE;2019-04-22;19.0;15.333333333333334;18.666666666666668;69.0;9.916666666666666;52.0
NOUVELLE-AQUITAINE;2019-04-23;18.0;14.0;17.333333333333332;78.66666666666667;9.708333333333334;55.333333333333336
NOUVELLE-AQUITAINE;2019-04-24;14.0;10.333333333333334;24.0;85.33333333333333;8.208333333333334;83.33333333333333
NOUVELLE-AQUITAINE;2019-04-25;13.333333333333334;10.666666666666666;21.0;83.66666666666667;8.458333333333334;65.33333333333333
NOUVELLE-AQUITAINE;2019-04-26;13.333333333333334;10.333333333333334;24.666666666666668;84.33333333333333;9.541666666666666;72.66666666666667
NOUVELLE-AQUITAINE;2019-04-27;12.333333333333334;10.666666666666666;18.333333333333332;87.33333333333333;8.666666666666666;76.66666666666667
NOUVELLE-AQUITAINE;2019-04-28;12.333333333333334;9.666666666666666;14.0;79.66666666666667;8.125;77.66666666666667
NOUVELLE-AQUITAINE;2019-04-29;16.333333333333332;10.333333333333334;11.333333333333334;79.66666666666667;8.5;43.666666666666664
NOUVELLE-AQUITAINE;2019-04-30;17.666666666666668;11.333333333333334;13.0;69.33333333333333;9.0;16.333333333333332
OCCITANIE;2019-04-01;18.0;13.0;9.5;65.5;10.0;56.5
OCCITANIE;2019-04-02;15.0;12.0;11.5;76.0;8.5;73.0
OCCITANIE;2019-04-03;10.5;9.0;18.0;86.5;7.6875;87.5
OCCITANIE;2019-04-04;13.0;7.0;23.5;65.0;9.75;37.5
OCCITANIE;2019-04-05;15.0;9.0;24.0;67.5;10.0;49.5
OCCITANIE;2019-04-06;12.0;9.5;24.0;83.5;7.125;85.0
OCCITANIE;2019-04-07;14.5;9.5;16.5;80.5;9.4375;67.5
OCCITANIE;2019-04-08;15.0;11.0;13.5;70.0;10.0;37.5
OCCITANIE;2019-04-09;15.5;11.5;11.5;79.0;9.4375;62.5
OCCITANIE;2019-04-10;16.5;11.5;18.5;73.5;9.5;59.0
OCCITANIE;2019-04-11;14.0;11.0;25.5;74.5;9.1875;79.0
OCCITANIE;2019-04-12;16.5;11.0;21.5;68.5;10.0;26.5
OCCITANIE;2019-04-13;17.5;10.5;14.0;61.0;10.0;8.5
OCCITANIE;2019-04-14;16.0;9.0;18.0;60.5;10.0;35.5
OCCITANIE;2019-04-15;15.5;11.0;27.0;70.5;10.0;31.5
OCCITANIE;2019-04-16;16.5;11.5;14.0;87.5;9.375;62.0
OCCITANIE;2019-04-17;17.0;13.0;25.0;78.0;10.0;21.0
OCCITANIE;2019-04-18;17.0;14.0;29.5;72.5;10.0;31.0
OCCITANIE;2019-04-19;19.0;16.0;30.5;60.0;10.0;21.0
OCCITANIE;2019-04-20;19.5;15.5;23.0;60.0;10.0;17.0
OCCITANIE;2019-04-21;17.0;14.5;24.5;71.5;7.0625;62.5
OCCITANIE;2019-04-22;20.0;15.5;26.5;64.5;10.0;37.5
OCCITANIE;2019-04-23;17.5;14.5;32.0;84.0;8.4375;74.0
OCCITANIE;2019-04-24;17.5;13.0;30.5;75.5;9.5625;67.0
OCCITANIE;2019-04-25;15.5;13.5;32.0;81.5;8.5625;72.0
OCCITANIE;2019-04-26;15.0;12.5;30.0;69.0;9.5625;55.0
OCCITANIE;2019-04-27;16.0;12.5;29.0;70.0;10.0;51.0
OCCITANIE;2019-04-28;15.5;11.5;23.0;63.0;10.0;27.5
OCCITANIE;2019-04-29;17.5;12.5;15.0;66.0;10.0;26.5
OCCITANIE;2019-04-30;18.0;13.5;16.5;61.5;10.0;8.5
PAYS DE LA LOIRE;2019-04-01;18.0;10.0;13.0;88.0;9.875;36.0
PAYS DE LA LOIRE;2019-04-02;12.0;10.0;30.0;88.0;7.875;78.0
PAYS DE LA LOIRE;2019-04-03;10.0;6.0;17.0;75.0;10.0;70.0
PAYS DE LA LOIRE;2019-04-04;10.0;6.0;25.0;80.0;9.25;53.0
PAYS DE LA LOIRE;2019-04-05;10.0;6.0;24.0;88.0;6.0;94.0
PAYS DE LA LOIRE;2019-04-06;10.0;6.0;16.0;90.0;8.375;85.0
PAYS DE LA LOIRE;2019-04-07;14.0;10.0;24.0;86.0;7.5;73.0
PAYS DE LA LOIRE;2019-04-08;12.0;9.0;15.0;87.0;5.25;42.0
PAYS DE LA LOIRE;2019-04-09;16.0;10.0;6.0;81.0;9.625;26.0
PAYS DE LA LOIRE;2019-04-10;14.0;9.0;17.0;90.0;7.875;53.0
PAYS DE LA LOIRE;2019-04-11;14.0;8.0;17.0;85.0;9.0;41.0
PAYS DE LA LOIRE;2019-04-12;14.0;6.0;12.0;80.0;8.0;12.0
PAYS DE LA LOIRE;2019-04-13;12.0;6.0;16.0;75.0;10.0;26.0
PAYS DE LA LOIRE;2019-04-14;9.0;5.0;14.0;73.0;8.0;71.0
PAYS DE LA LOIRE;2019-04-15;14.0;8.0;28.0;69.0;9.625;55.0
PAYS DE LA LOIRE;2019-04-16;15.0;11.0;18.0;87.0;8.125;43.0
PAYS DE LA LOIRE;2019-04-17;19.0;12.0;26.0;82.0;10.0;48.0
PAYS DE LA LOIRE;2019-04-18;21.0;13.0;16.0;79.0;10.0;28.0
PAYS DE LA LOIRE;2019-04-19;24.0;17.0;8.0;74.0;10.0;6.0
PAYS DE LA LOIRE;2019-04-20;21.0;15.0;21.0;83.0;10.0;34.0
PAYS DE LA LOIRE;2019-04-21;21.0;16.0;11.0;78.0;9.125;43.0
PAYS DE LA LOIRE;2019-04-22;19.0;15.0;24.0;75.0;9.5;63.0
PAYS DE LA LOIRE;2019-04-23;18.0;15.0;22.0;79.0;9.0;68.0
PAYS DE LA LOIRE;2019-04-24;14.0;11.0;30.0;87.0;8.0;88.0
PAYS DE LA LOIRE;2019-04-25;13.0;11.0;33.0;80.0;9.375;73.0
PAYS DE LA LOIRE;2019-04-26;14.0;11.0;32.0;80.0;8.375;56.0
PAYS DE LA LOIRE;2019-04-27;13.0;10.0;29.0;75.0;9.625;75.0
PAYS DE LA LOIRE;2019-04-28;12.0;10.0;17.0;80.0;8.375;77.0
PAYS DE LA LOIRE;2019-04-29;16.0;10.0;11.0;83.0;6.125;68.0
PAYS DE LA LOIRE;2019-04-30;18.0;12.0;10.0;77.0;10.0;15.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-01;17.0;16.0;14.0;48.0;10.0;41.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-02;15.0;14.0;14.0;57.0;10.0;78.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-03;13.0;9.0;30.0;78.0;8.0;81.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-04;11.0;8.0;30.0;63.0;9.25;36.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-05;13.0;11.0;20.0;52.0;10.0;12.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-06;12.0;10.0;33.0;80.0;8.5;80.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-07;14.0;11.0;17.0;63.0;10.0;22.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-08;15.0;12.0;20.0;56.0;10.0;9.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-09;16.0;14.0;16.0;53.0;10.0;38.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-10;16.0;14.0;9.0;67.0;7.0;78.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-11;17.0;14.0;21.0;67.0;9.375;63.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-12;16.0;14.0;10.0;70.0;7.5;68.0
PROVENCE-ALPES-COTE D'AZUR;2019-04-13;17.0;13.0;25.0;60.0;10.0;15.0
